20.10.19 05:17:39.600 37.663063N 122.489326W 29.58C 1005.26| 0.00C 0.00| 0.00C 0.00| dv<1.29 0.73 9.61> r<0.03 -0.00 0.01>
20.10.19 05:17:55.400 37.663101N 122.489288W 29.49C 1005.25| 25.06C 1004.42| 0.00C 0.00| dv<1.28 0.74 9.63> r<0.03 -0.00 0.01>
20.10.19 05:17:55.500 37.663101N 122.489288W 29.49C 1005.25| 25.06C 1004.44| 0.00C 0.00| dv<1.20 0.74 9.56> r<0.02 0.00 0.01>
20.10.19 05:17:55.600 37.663101N 122.489288W 29.49C 1005.27| 25.07C 1004.42| 0.00C 0.00| dv<1.24 0.70 9.66> r<0.03 0.00 0.01>
20.10.19 05:17:55.700 37.663109N 122.489288W 29.49C 1005.27| 25.07C 1004.43| 0.00C 0.00| dv<1.23 0.73 9.64> r<0.02 0.00 0.01>
20.10.19 05:17:55.800 37.663109N 122.489288W 29.49C 1005.28| 25.07C 1004.44| 0.00C 0.00| dv<1.20 0.75 9.64> r<0.03 -0.00 0.01>
20.10.19 05:17:55.900 37.663109N 122.489288W 29.49C 1005.26| 25.08C 1004.43| 0.00C 0.00| dv<1.24 0.70 9.62> r<0.02 -0.00 0.01>
20.10.19 05:17:56.000 37.663109N 122.489288W 29.49C 1005.26| 25.08C 1004.43| 0.00C 0.00| dv<1.24 0.70 9.67> r<0.03 0.00 0.01>
20.10.19 05:17:56.100 37.663109N 122.489288W 29.49C 1005.25| 25.08C 1004.45| 0.00C 0.00| dv<1.25 0.73 9.64> r<0.02 -0.00 0.01>
20.10.19 05:17:56.200 37.663109N 122.489288W 29.49C 1005.25| 25.08C 1004.44| 0.00C 0.00| dv<1.21 0.74 9.60> r<0.02 -0.00 0.01>
20.10.19 05:17:56.300 37.663109N 122.489288W 29.49C 1005.24| 25.08C 1004.44| 0.00C 0.00| dv<1.26 0.72 9.59> r<0.02 -0.00 0.01>
20.10.19 05:17:56.400 37.663109N 122.489288W 29.49C 1005.26| 25.07C 1004.45| 0.00C 0.00| dv<1.27 0.71 9.66> r<0.02 0.00 0.01>
20.10.19 05:17:56.500 37.663109N 122.489288W 29.49C 1005.25| 25.07C 1004.43| 0.00C 0.00| dv<1.24 0.72 9.62> r<0.03 -0.00 0.01>
20.10.19 05:17:56.600 37.663109N 122.489288W 29.48C 1005.28| 25.08C 1004.44| 0.00C 0.00| dv<1.23 0.73 9.64> r<0.02 -0.00 0.01>
20.10.19 05:17:56.700 37.663109N 122.489288W 29.49C 1005.24| 25.08C 1004.46| 0.00C 0.00| dv<1.29 0.74 9.66> r<0.02 -0.00 0.01>
20.10.19 05:17:56.800 37.663109N 122.489288W 29.49C 1005.25| 25.08C 1004.43| 0.00C 0.00| dv<1.23 0.72 9.65> r<0.02 -0.00 0.01>
20.10.19 05:17:56.900 37.663109N 122.489288W 29.48C 1005.26| 25.08C 1004.44| 0.00C 0.00| dv<1.27 0.69 9.66> r<0.02 -0.00 0.01>
20.10.19 05:17:57.000 37.663109N 122.489288W 29.49C 1005.27| 25.09C 1004.44| 0.00C 0.00| dv<1.25 0.72 9.71> r<0.02 -0.00 0.01>
20.10.19 05:17:57.100 37.663109N 122.489288W 29.49C 1005.26| 25.08C 1004.45| 0.00C 0.00| dv<1.23 0.75 9.65> r<0.03 0.00 0.01>
20.10.19 05:17:57.200 37.663109N 122.489288W 29.49C 1005.28| 25.08C 1004.45| 0.00C 0.00| dv<1.26 0.74 9.65> r<0.03 0.01 0.01>
20.10.19 05:17:57.300 37.663109N 122.489288W 29.48C 1005.27| 25.09C 1004.43| 0.00C 0.00| dv<1.25 0.74 9.53> r<0.02 -0.00 0.01>
20.10.19 05:17:57.400 37.663109N 122.489288W 29.49C 1005.26| 25.09C 1004.41| 0.00C 0.00| dv<1.26 0.71 9.64> r<0.02 -0.00 0.01>
20.10.19 05:17:57.500 37.663109N 122.489288W 29.48C 1005.23| 25.08C 1004.42| 0.00C 0.00| dv<1.25 0.73 9.64> r<0.02 -0.00 0.01>
20.10.19 05:17:57.600 37.663109N 122.489288W 29.48C 1005.23| 25.09C 1004.41| 0.00C 0.00| dv<1.26 0.73 9.63> r<0.02 0.04 0.01>
20.10.19 05:17:57.700 37.663116N 122.489288W 29.48C 1005.27| 25.10C 1004.42| 0.00C 0.00| dv<1.26 0.71 9.62> r<0.02 -0.00 0.01>
20.10.19 05:17:57.800 37.663116N 122.489288W 29.48C 1005.24| 25.10C 1004.43| 0.00C 0.00| dv<1.26 0.74 9.64> r<0.02 -0.04 0.01>
20.10.19 05:17:57.900 37.663116N 122.489288W 29.48C 1005.26| 25.10C 1004.42| 0.00C 0.00| dv<1.26 0.68 9.58> r<0.03 0.00 0.01>
20.10.19 05:17:58.000 37.663116N 122.489288W 29.48C 1005.24| 25.11C 1004.43| 0.00C 0.00| dv<1.22 0.75 9.61> r<0.03 0.00 0.01>
20.10.19 05:17:58.100 37.663116N 122.489288W 29.48C 1005.23| 25.11C 1004.41| 0.00C 0.00| dv<1.28 0.74 9.70> r<0.02 -0.00 0.01>
20.10.19 05:17:58.200 37.663116N 122.489288W 29.48C 1005.26| 25.11C 1004.45| 0.00C 0.00| dv<1.26 0.71 9.59> r<0.02 0.00 0.01>
20.10.19 05:17:58.300 37.663116N 122.489288W 29.47C 1005.26| 25.11C 1004.44| 0.00C 0.00| dv<1.28 0.76 9.61> r<0.02 0.00 0.01>
20.10.19 05:17:58.400 37.663116N 122.489288W 29.48C 1005.25| 25.12C 1004.44| 0.00C 0.00| dv<1.25 0.73 9.68> r<0.02 0.00 0.01>
20.10.19 05:17:58.500 37.663116N 122.489288W 29.47C 1005.25| 25.11C 1004.47| 0.00C 0.00| dv<1.25 0.73 9.64> r<0.02 -0.00 0.01>
20.10.19 05:17:58.600 37.663116N 122.489288W 29.47C 1005.27| 25.10C 1004.42| 0.00C 0.00| dv<1.28 0.70 9.64> r<0.03 -0.00 0.01>
20.10.19 05:17:58.700 37.663116N 122.489288W 29.47C 1005.25| 25.10C 1004.43| 0.00C 0.00| dv<1.25 0.70 9.63> r<0.02 -0.01 0.01>
20.10.19 05:17:58.800 37.663116N 122.489288W 29.47C 1005.25| 25.10C 1004.42| 0.00C 0.00| dv<1.25 0.71 9.66> r<0.02 -0.00 0.01>
20.10.19 05:17:58.900 37.663116N 122.489288W 29.47C 1005.24| 25.11C 1004.44| 0.00C 0.00| dv<1.23 0.72 9.60> r<0.03 0.00 0.01>
20.10.19 05:17:59.000 37.663116N 122.489288W 29.47C 1005.26| 25.11C 1004.45| 0.00C 0.00| dv<1.28 0.74 9.66> r<0.03 0.00 0.01>
20.10.19 05:17:59.100 37.663116N 122.489288W 29.47C 1005.28| 25.11C 1004.45| 0.00C 0.00| dv<1.25 0.74 9.62> r<0.03 -0.00 0.01>
20.10.19 05:17:59.200 37.663116N 122.489288W 29.47C 1005.25| 25.11C 1004.45| 0.00C 0.00| dv<1.27 0.69 9.67> r<0.02 -0.00 0.01>
20.10.19 05:17:59.300 37.663116N 122.489288W 29.47C 1005.24| 25.11C 1004.45| 0.00C 0.00| dv<1.26 0.70 9.64> r<0.03 -0.00 0.01>
20.10.19 05:17:59.400 37.663116N 122.489288W 29.46C 1005.24| 25.11C 1004.45| 0.00C 0.00| dv<1.24 0.75 9.66> r<0.02 -0.00 0.01>
20.10.19 05:17:59.500 37.663116N 122.489288W 29.47C 1005.26| 25.11C 1004.42| 0.00C 0.00| dv<1.27 0.71 9.64> r<0.02 -0.00 0.01>
20.10.19 05:17:59.600 37.663116N 122.489288W 29.47C 1005.26| 25.11C 1004.42| 0.00C 0.00| dv<1.30 0.71 9.62> r<0.03 0.00 0.01>
20.10.19 05:17:59.700 37.663120N 122.489288W 29.46C 1005.25| 25.11C 1004.44| 0.00C 0.00| dv<1.22 0.74 9.63> r<0.02 -0.00 0.01>
20.10.19 05:17:59.800 37.663120N 122.489288W 29.47C 1005.25| 25.11C 1004.43| 0.00C 0.00| dv<1.30 0.72 9.63> r<0.02 -0.00 0.01>
20.10.19 05:17:59.900 37.663120N 122.489288W 29.46C 1005.25| 25.11C 1004.45| 0.00C 0.00| dv<1.26 0.74 9.60> r<0.03 -0.00 0.01>
20.10.19 05:18:00.000 37.663120N 122.489288W 29.46C 1005.27| 25.10C 1004.41| 0.00C 0.00| dv<1.25 0.71 9.66> r<0.02 0.00 0.01>
20.10.19 05:18:00.100 37.663120N 122.489288W 29.46C 1005.24| 25.11C 1004.44| 0.00C 0.00| dv<1.28 0.72 9.68> r<0.03 -0.00 0.01>
20.10.19 05:18:00.200 37.663120N 122.489288W 29.46C 1005.26| 25.10C 1004.45| 0.00C 0.00| dv<1.27 0.74 9.62> r<0.02 -0.00 0.01>
20.10.19 05:18:00.300 37.663120N 122.489288W 29.46C 1005.26| 25.10C 1004.43| 0.00C 0.00| dv<1.26 0.74 9.65> r<0.02 -0.00 0.01>
20.10.19 05:18:00.400 37.663120N 122.489288W 29.46C 1005.26| 25.10C 1004.44| 0.00C 0.00| dv<1.23 0.75 9.63> r<0.02 -0.01 0.01>
20.10.19 05:18:00.500 37.663120N 122.489288W 29.46C 1005.24| 25.11C 1004.45| 0.00C 0.00| dv<1.25 0.72 9.71> r<0.02 -0.00 0.01>
20.10.19 05:18:00.600 37.663120N 122.489288W 29.46C 1005.27| 25.10C 1004.43| 0.00C 0.00| dv<1.28 0.71 9.68> r<0.02 -0.00 0.01>
20.10.19 05:18:00.700 37.663120N 122.489288W 29.46C 1005.25| 25.11C 1004.44| 0.00C 0.00| dv<1.24 0.71 9.66> r<0.02 -0.00 0.01>
20.10.19 05:18:00.800 37.663120N 122.489288W 29.46C 1005.27| 25.11C 1004.43| 0.00C 0.00| dv<1.27 0.72 9.63> r<0.02 -0.00 0.01>
20.10.19 05:18:00.900 37.663120N 122.489288W 29.46C 1005.25| 25.11C 1004.45| 0.00C 0.00| dv<1.25 0.72 9.66> r<0.02 0.04 0.01>
20.10.19 05:18:01.000 37.663120N 122.489288W 29.46C 1005.25| 25.11C 1004.44| 0.00C 0.00| dv<1.21 0.73 9.61> r<0.02 -0.00 0.01>
20.10.19 05:18:01.100 37.663120N 122.489288W 29.46C 1005.28| 25.10C 1004.46| 0.00C 0.00| dv<1.25 0.73 9.68> r<0.03 -0.00 0.01>
20.10.19 05:18:01.200 37.663120N 122.489288W 29.46C 1005.23| 25.11C 1004.43| 0.00C 0.00| dv<1.25 0.71 9.60> r<0.02 -0.00 0.01>
20.10.19 05:18:01.300 37.663120N 122.489288W 29.46C 1005.25| 25.11C 1004.42| 0.00C 0.00| dv<1.25 0.71 9.66> r<0.02 -0.00 0.01>
20.10.19 05:18:01.400 37.663120N 122.489273W 29.45C 1005.24| 25.10C 1004.44| 0.00C 0.00| dv<1.23 0.73 9.64> r<0.03 -0.00 0.01>
20.10.19 05:18:01.500 37.663120N 122.489273W 29.45C 1005.24| 25.10C 1004.43| 0.00C 0.00| dv<1.24 0.70 9.57> r<0.03 -0.00 0.01>
20.10.19 05:18:01.600 37.663120N 122.489288W 29.45C 1005.24| 25.11C 1004.42| 0.00C 0.00| dv<1.21 0.70 9.63> r<0.02 -0.00 0.01>
20.10.19 05:18:01.700 37.663120N 122.489273W 29.45C 1005.26| 25.11C 1004.44| 0.00C 0.00| dv<1.26 0.71 9.63> r<0.02 -0.00 0.01>
20.10.19 05:18:01.800 37.663120N 122.489273W 29.46C 1005.28| 25.11C 1004.43| 0.00C 0.00| dv<1.30 0.75 9.63> r<0.02 -0.00 0.01>
20.10.19 05:18:01.900 37.663120N 122.489273W 29.45C 1005.24| 25.10C 1004.44| 0.00C 0.00| dv<1.23 0.72 9.61> r<0.03 -0.00 0.01>
20.10.19 05:18:02.000 37.663120N 122.489273W 29.45C 1005.26| 25.11C 1004.43| 0.00C 0.00| dv<1.25 0.71 9.56> r<0.02 -0.00 0.01>
20.10.19 05:18:02.100 37.663120N 122.489273W 29.45C 1005.24| 25.11C 1004.46| 0.00C 0.00| dv<1.24 0.73 9.60> r<0.03 -0.00 0.01>
20.10.19 05:18:02.200 37.663120N 122.489273W 29.45C 1005.23| 25.10C 1004.42| 0.00C 0.00| dv<1.28 0.74 9.60> r<0.02 0.00 0.01>
20.10.19 05:18:02.300 37.663120N 122.489273W 29.45C 1005.25| 25.11C 1004.46| 0.00C 0.00| dv<1.25 0.73 9.59> r<0.02 -0.00 0.01>
20.10.19 05:18:02.400 37.663120N 122.489273W 29.44C 1005.26| 25.11C 1004.44| 0.00C 0.00| dv<1.25 0.71 9.61> r<0.03 -0.00 0.01>
20.10.19 05:18:02.500 37.663120N 122.489273W 29.44C 1005.27| 25.11C 1004.44| 0.00C 0.00| dv<1.25 0.70 9.62> r<0.03 0.00 0.01>
20.10.19 05:18:02.600 37.663120N 122.489273W 29.44C 1005.26| 25.10C 1004.44| 0.00C 0.00| dv<1.25 0.72 9.63> r<0.03 0.00 0.01>
20.10.19 05:18:02.700 37.663120N 122.489273W 29.44C 1005.27| 25.11C 1004.46| 0.00C 0.00| dv<1.25 0.70 9.63> r<0.02 -0.00 0.01>
20.10.19 05:18:02.800 37.663120N 122.489273W 29.44C 1005.27| 25.11C 1004.45| 0.00C 0.00| dv<1.26 0.69 9.63> r<0.03 0.00 0.01>
20.10.19 05:18:02.900 37.663120N 122.489273W 29.44C 1005.25| 25.11C 1004.45| 0.00C 0.00| dv<1.26 0.74 9.66> r<0.03 -0.00 0.01>
20.10.19 05:18:03.000 37.663120N 122.489273W 29.44C 1005.26| 25.11C 1004.44| 0.00C 0.00| dv<1.26 0.71 9.67> r<0.02 -0.00 0.01>
20.10.19 05:18:03.100 37.663120N 122.489273W 29.44C 1005.28| 25.11C 1004.44| 0.00C 0.00| dv<1.21 0.68 9.61> r<0.03 0.00 0.01>
20.10.19 05:18:03.200 37.663120N 122.489273W 29.44C 1005.26| 25.11C 1004.45| 0.00C 0.00| dv<1.27 0.72 9.65> r<0.02 -0.00 0.01>
20.10.19 05:18:03.300 37.663120N 122.489273W 29.44C 1005.25| 25.10C 1004.43| 0.00C 0.00| dv<1.25 0.73 9.62> r<0.03 -0.00 0.01>
20.10.19 05:18:03.400 37.663120N 122.489273W 29.44C 1005.25| 25.10C 1004.43| 0.00C 0.00| dv<1.25 0.71 9.61> r<0.03 0.00 0.01>
20.10.19 05:18:03.500 37.663120N 122.489273W 29.44C 1005.24| 25.09C 1004.42| 0.00C 0.00| dv<1.24 0.71 9.62> r<0.02 0.00 0.01>
20.10.19 05:18:03.600 37.663120N 122.489273W 29.43C 1005.26| 25.10C 1004.45| 0.00C 0.00| dv<1.27 0.69 9.63> r<0.02 0.00 0.01>
20.10.19 05:18:03.700 37.663120N 122.489273W 29.44C 1005.26| 25.10C 1004.45| 0.00C 0.00| dv<1.26 0.70 9.68> r<0.03 -0.00 0.01>
20.10.19 05:18:03.800 37.663120N 122.489273W 29.43C 1005.26| 25.10C 1004.44| 0.00C 0.00| dv<1.28 0.69 9.66> r<0.02 -0.00 0.01>
20.10.19 05:18:03.900 37.663120N 122.489273W 29.44C 1005.22| 25.11C 1004.44| 0.00C 0.00| dv<1.26 0.70 9.62> r<0.02 0.00 0.01>
20.10.19 05:18:04.000 37.663120N 122.489273W 29.43C 1005.23| 25.11C 1004.42| 0.00C 0.00| dv<1.25 0.72 9.60> r<0.03 -0.00 0.01>
20.10.19 05:18:04.100 37.663120N 122.489273W 29.43C 1005.23| 25.11C 1004.44| 0.00C 0.00| dv<1.23 0.71 9.66> r<0.02 -0.00 0.01>
20.10.19 05:18:04.200 37.663120N 122.489273W 29.43C 1005.24| 25.11C 1004.44| 0.00C 0.00| dv<1.28 0.71 9.67> r<0.03 0.00 0.01>
20.10.19 05:18:04.300 37.663120N 122.489273W 29.43C 1005.23| 25.11C 1004.42| 0.00C 0.00| dv<1.25 0.72 9.65> r<0.02 -0.00 0.01>
20.10.19 05:18:04.400 37.663120N 122.489273W 29.43C 1005.23| 25.12C 1004.43| 0.00C 0.00| dv<1.26 0.73 9.61> r<0.03 0.00 0.01>
20.10.19 05:18:04.500 37.663120N 122.489273W 29.43C 1005.26| 25.11C 1004.43| 0.00C 0.00| dv<1.22 0.72 9.60> r<0.02 0.00 0.01>
20.10.19 05:18:04.600 37.663120N 122.489273W 29.43C 1005.28| 25.12C 1004.44| 0.00C 0.00| dv<1.20 0.71 9.66> r<0.02 -0.00 0.01>
20.10.19 05:18:04.700 37.663120N 122.489273W 29.43C 1005.26| 25.12C 1004.41| 0.00C 0.00| dv<1.25 0.71 9.66> r<0.02 -0.00 0.01>
20.10.19 05:18:04.800 37.663120N 122.489273W 29.43C 1005.28| 25.12C 1004.45| 0.00C 0.00| dv<1.25 0.69 9.59> r<0.02 -0.00 0.01>
20.10.19 05:18:04.900 37.663120N 122.489273W 29.43C 1005.24| 25.12C 1004.44| 0.00C 0.00| dv<1.24 0.73 9.61> r<0.02 0.00 0.01>
20.10.19 05:18:05.000 37.663120N 122.489273W 29.43C 1005.25| 25.12C 1004.44| 0.00C 0.00| dv<1.28 0.73 9.65> r<0.02 -0.00 0.01>
20.10.19 05:18:05.100 37.663120N 122.489273W 29.43C 1005.22| 25.12C 1004.45| 0.00C 0.00| dv<1.26 0.69 9.68> r<0.03 -0.00 0.01>
20.10.19 05:18:05.200 37.663120N 122.489273W 29.43C 1005.26| 25.12C 1004.45| 0.00C 0.00| dv<1.26 0.71 9.59> r<0.02 -0.00 0.01>
20.10.19 05:18:05.300 37.663120N 122.489273W 29.43C 1005.25| 25.12C 1004.42| 0.00C 0.00| dv<1.25 0.72 9.60> r<0.03 -0.00 0.01>
20.10.19 05:18:05.400 37.663120N 122.489273W 29.43C 1005.25| 25.12C 1004.43| 0.00C 0.00| dv<1.25 0.72 9.66> r<0.03 0.00 0.01>
20.10.19 05:18:05.500 37.663120N 122.489273W 29.43C 1005.26| 25.12C 1004.44| 0.00C 0.00| dv<1.27 0.69 9.64> r<0.03 0.00 0.01>
20.10.19 05:18:05.600 37.663120N 122.489273W 29.42C 1005.23| 25.13C 1004.44| 0.00C 0.00| dv<1.27 0.72 9.63> r<0.02 0.00 0.01>
20.10.19 05:18:05.700 37.663120N 122.489273W 29.43C 1005.25| 25.12C 1004.43| 0.00C 0.00| dv<1.26 0.71 9.61> r<0.02 0.00 0.01>
20.10.19 05:18:05.800 37.663128N 122.489273W 29.43C 1005.27| 25.12C 1004.42| 0.00C 0.00| dv<1.27 0.73 9.61> r<0.03 -0.00 0.01>
20.10.19 05:18:05.900 37.663128N 122.489273W 29.43C 1005.25| 25.12C 1004.45| 0.00C 0.00| dv<1.22 0.70 9.64> r<0.02 -0.00 0.01>
20.10.19 05:18:06.000 37.663128N 122.489273W 29.42C 1005.24| 25.12C 1004.43| 0.00C 0.00| dv<1.51 0.71 9.65> r<0.03 -0.04 0.01>
20.10.19 05:18:06.100 37.663128N 122.489273W 29.43C 1005.24| 25.12C 1004.42| 0.00C 0.00| dv<1.25 0.72 9.63> r<0.02 0.00 0.01>
20.10.19 05:18:06.200 37.663128N 122.489273W 29.42C 1005.26| 25.12C 1004.44| 0.00C 0.00| dv<1.27 0.71 9.64> r<0.02 0.00 0.01>
20.10.19 05:18:06.300 37.663128N 122.489273W 29.42C 1005.23| 25.11C 1004.40| 0.00C 0.00| dv<1.23 0.71 9.62> r<0.02 0.00 0.01>
20.10.19 05:18:06.400 37.663128N 122.489273W 29.42C 1005.26| 25.12C 1004.43| 0.00C 0.00| dv<1.26 0.74 9.65> r<0.02 0.00 0.00>
20.10.19 05:18:06.500 37.663128N 122.489273W 29.42C 1005.23| 25.12C 1004.43| 0.00C 0.00| dv<1.22 0.71 9.66> r<0.02 0.00 0.01>
20.10.19 05:18:06.600 37.663128N 122.489273W 29.42C 1005.25| 25.11C 1004.42| 0.00C 0.00| dv<1.27 0.71 9.62> r<0.03 -0.00 0.01>
20.10.19 05:18:06.700 37.663128N 122.489273W 29.42C 1005.26| 25.12C 1004.43| 0.00C 0.00| dv<1.23 0.67 9.59> r<0.03 0.00 0.01>
20.10.19 05:18:06.800 37.663128N 122.489273W 29.42C 1005.26| 25.12C 1004.44| 0.00C 0.00| dv<1.25 0.69 9.64> r<0.02 -0.00 0.01>
20.10.19 05:18:06.900 37.663128N 122.489273W 29.42C 1005.25| 25.13C 1004.41| 0.00C 0.00| dv<1.28 0.70 9.66> r<0.02 0.00 0.01>
20.10.19 05:18:07.000 37.663128N 122.489273W 29.42C 1005.25| 25.12C 1004.43| 0.00C 0.00| dv<1.25 0.69 9.61> r<0.02 -0.00 0.01>
20.10.19 05:18:07.100 37.663128N 122.489273W 29.42C 1005.26| 25.12C 1004.45| 0.00C 0.00| dv<1.27 0.71 9.66> r<0.03 0.00 0.01>
20.10.19 05:18:07.200 37.663128N 122.489273W 29.42C 1005.24| 25.12C 1004.43| 0.00C 0.00| dv<1.25 0.70 9.62> r<0.03 -0.00 0.01>
20.10.19 05:18:07.300 37.663128N 122.489273W 29.41C 1005.25| 25.12C 1004.44| 0.00C 0.00| dv<1.23 0.69 9.65> r<0.02 0.00 0.01>
20.10.19 05:18:07.400 37.663128N 122.489273W 29.42C 1005.25| 25.11C 1004.45| 0.00C 0.00| dv<1.24 0.72 9.63> r<0.02 -0.00 0.01>
20.10.19 05:18:07.500 37.663128N 122.489273W 29.42C 1005.26| 25.11C 1004.44| 0.00C 0.00| dv<1.24 0.71 9.57> r<0.02 0.00 0.01>
20.10.19 05:18:07.600 37.663128N 122.489273W 29.41C 1005.25| 25.11C 1004.42| 0.00C 0.00| dv<1.28 0.71 9.60> r<0.02 0.00 0.01>
20.10.19 05:18:07.700 37.663128N 122.489273W 29.41C 1005.24| 25.11C 1004.40| 0.00C 0.00| dv<1.27 0.69 9.64> r<0.02 0.00 0.01>
20.10.19 05:18:07.800 37.663128N 122.489273W 29.41C 1005.24| 25.11C 1004.42| 0.00C 0.00| dv<1.24 0.70 9.62> r<0.02 -0.00 0.01>
20.10.19 05:18:07.900 37.663128N 122.489273W 29.42C 1005.24| 25.11C 1004.42| 0.00C 0.00| dv<1.26 0.71 9.67> r<0.02 0.00 0.01>
20.10.19 05:18:08.000 37.663128N 122.489273W 29.42C 1005.27| 25.11C 1004.41| 0.00C 0.00| dv<1.26 0.69 9.65> r<0.02 -0.00 0.01>
20.10.19 05:18:08.100 37.663128N 122.489273W 29.41C 1005.26| 25.12C 1004.43| 0.00C 0.00| dv<1.27 0.71 9.60> r<0.02 0.00 0.01>
20.10.19 05:18:08.200 37.663128N 122.489273W 29.41C 1005.27| 25.12C 1004.44| 0.00C 0.00| dv<1.26 0.71 9.65> r<0.02 -0.00 0.01>
20.10.19 05:18:08.300 37.663128N 122.489273W 29.41C 1005.24| 25.12C 1004.41| 0.00C 0.00| dv<0.92 0.68 9.69> r<0.02 -0.04 0.01>
20.10.19 05:18:08.400 37.663128N 122.489273W 29.41C 1005.25| 25.13C 1004.43| 0.00C 0.00| dv<1.24 0.72 9.59> r<0.02 -0.00 0.01>
20.10.19 05:18:08.500 37.663128N 122.489273W 29.41C 1005.27| 25.12C 1004.44| 0.00C 0.00| dv<1.25 0.71 9.63> r<0.02 0.00 0.01>
20.10.19 05:18:08.600 37.663128N 122.489273W 29.41C 1005.25| 25.13C 1004.45| 0.00C 0.00| dv<1.27 0.75 9.60> r<0.02 -0.00 0.01>
20.10.19 05:18:08.700 37.663128N 122.489273W 29.41C 1005.24| 25.13C 1004.44| 0.00C 0.00| dv<1.27 0.71 9.68> r<0.03 -0.00 0.01>
20.10.19 05:18:08.800 37.663128N 122.489273W 29.41C 1005.26| 25.12C 1004.42| 0.00C 0.00| dv<1.26 0.70 9.61> r<0.02 0.00 0.01>
20.10.19 05:18:08.900 37.663128N 122.489273W 29.42C 1005.26| 25.13C 1004.45| 0.00C 0.00| dv<1.22 0.71 9.67> r<0.02 -0.00 0.01>
20.10.19 05:18:09.000 37.663128N 122.489273W 29.41C 1005.27| 25.12C 1004.44| 0.00C 0.00| dv<1.24 0.74 9.65> r<0.02 -0.00 0.01>
20.10.19 05:18:09.100 37.663128N 122.489273W 29.41C 1005.25| 25.12C 1004.43| 0.00C 0.00| dv<1.24 0.70 9.60> r<0.02 -0.00 0.01>
20.10.19 05:18:09.200 37.663128N 122.489273W 29.41C 1005.26| 25.12C 1004.42| 0.00C 0.00| dv<1.24 0.70 9.68> r<0.02 -0.00 0.01>
20.10.19 05:18:09.300 37.663128N 122.489273W 29.41C 1005.25| 25.12C 1004.41| 0.00C 0.00| dv<1.24 0.73 9.60> r<0.03 -0.00 0.01>
20.10.19 05:18:09.400 37.663128N 122.489273W 29.41C 1005.27| 25.12C 1004.43| 0.00C 0.00| dv<1.27 0.74 9.59> r<0.02 0.00 0.01>
20.10.19 05:18:09.500 37.663128N 122.489273W 29.41C 1005.27| 25.12C 1004.43| 0.00C 0.00| dv<1.20 0.71 9.61> r<0.02 -0.00 0.01>
20.10.19 05:18:09.600 37.663128N 122.489273W 29.41C 1005.22| 25.13C 1004.42| 0.00C 0.00| dv<1.25 0.71 9.63> r<0.03 -0.00 0.01>
20.10.19 05:18:09.700 37.663128N 122.489273W 29.41C 1005.25| 25.13C 1004.43| 0.00C 0.00| dv<1.29 0.73 9.68> r<0.02 -0.00 0.01>
20.10.19 05:18:09.800 37.663128N 122.489273W 29.41C 1005.26| 25.13C 1004.44| 0.00C 0.00| dv<1.28 0.70 9.57> r<0.02 0.00 0.01>
20.10.19 05:18:09.900 37.663128N 122.489273W 29.41C 1005.24| 25.14C 1004.43| 0.00C 0.00| dv<1.24 0.76 9.63> r<0.03 -0.00 0.01>
20.10.19 05:18:10.000 37.663128N 122.489273W 29.41C 1005.26| 25.14C 1004.43| 0.00C 0.00| dv<1.27 0.74 9.68> r<0.03 -0.00 0.01>
20.10.19 05:18:10.100 37.663128N 122.489273W 29.41C 1005.27| 25.13C 1004.44| 0.00C 0.00| dv<1.25 0.73 9.64> r<0.02 -0.00 0.01>
20.10.19 05:18:10.200 37.663128N 122.489273W 29.41C 1005.23| 25.13C 1004.43| 0.00C 0.00| dv<1.29 0.72 9.63> r<0.02 0.00 0.01>
20.10.19 05:18:10.300 37.663128N 122.489273W 29.41C 1005.22| 25.14C 1004.43| 0.00C 0.00| dv<1.26 0.67 9.65> r<0.02 0.00 0.01>
20.10.19 05:18:10.400 37.663128N 122.489273W 29.41C 1005.25| 25.13C 1004.42| 0.00C 0.00| dv<1.22 0.71 9.62> r<0.02 0.00 0.01>
20.10.19 05:18:10.500 37.663128N 122.489273W 29.41C 1005.24| 25.14C 1004.42| 0.00C 0.00| dv<1.28 0.70 9.63> r<0.03 0.00 0.01>
20.10.19 05:18:10.600 37.663128N 122.489273W 29.41C 1005.22| 25.14C 1004.43| 0.00C 0.00| dv<1.23 0.72 9.68> r<0.03 0.00 0.01>
20.10.19 05:18:10.700 37.663128N 122.489273W 29.41C 1005.25| 25.13C 1004.42| 0.00C 0.00| dv<1.26 0.71 9.67> r<0.02 -0.00 0.01>
20.10.19 05:18:10.800 37.663128N 122.489273W 29.41C 1005.26| 25.14C 1004.42| 0.00C 0.00| dv<1.26 0.71 9.63> r<0.02 0.00 0.01>
20.10.19 05:18:10.900 37.663128N 122.489273W 29.41C 1005.25| 25.14C 1004.41| 0.00C 0.00| dv<1.25 0.72 9.63> r<0.02 -0.00 0.01>
20.10.19 05:18:11.000 37.663128N 122.489273W 29.41C 1005.25| 25.14C 1004.42| 0.00C 0.00| dv<1.24 0.71 9.59> r<0.02 0.00 0.01>
20.10.19 05:18:11.100 37.663128N 122.489273W 29.41C 1005.27| 25.14C 1004.43| 0.00C 0.00| dv<1.23 0.73 9.68> r<0.02 -0.00 0.01>
